id_tracking_company,id_talent_req,id_company,nama_perusahaan,posisi,jenis_penempatan,bidang_studi_dicari,progress,request_date,send_date,jumlah_permintaan,jumlah_dikirimkan,list_nim,status_pengiriman
TC7449,TR7449,C960,PT Sukses Systems,Quality Control Staff,Magang,"Teknik Mesin, Teknik Industri",Submitted,2024-04-23,2024-05-07,2,3,"202122091,20221921,20220645",Sudah Dikirim
TC7450,TR7450,C1154,PT Abadi Mandiri,Data Analyst,Magang,"Manajemen, Informatika",On Review,2024-06-25,2024-07-14,4,5,"202211073,20203879,20223857,202319678,202322711",Sudah Dikirim
TC7451,TR7451,C1085,CV Mitra Logistik,Digital Marketing Intern,Magang,"Manajemen, Ilmu Komunikasi",Closed,2024-03-31,2024-04-12,3,5,"20213300,20201857,202119616,20232969,20222121",Sudah Dikirim
TC7452,TR7452,C960,PT Sukses Systems,IT Support,Part-time,"Pendidikan Teknik Informatika, Teknik Elektro",Shortlisted,2024-07-01,2024-07-20,4,5,"202114482,202110726,202217399,202217199,20221587",Sudah Dikirim
TC7453,TR7453,C1045,CV Sukses Karya,Agricultural Engineer Intern,Magang,Agroteknologi,Shortlisted,2024-03-13,2024-03-20,2,3,"201916407,202220549,202320573",Sudah Dikirim
TC7454,TR7454,C374,PT Mega Utama,Digital Marketing Intern,Magang,"Desain Komunikasi Visual, Manajemen",Submitted,2024-05-25,2024-05-30,3,4,"20213899,20211972,202220486,202019706",Sudah Dikirim
TC7455,TR7455,C1333,CV Esa Cerdas,Quality Control Staff,Full-time,"Teknik Mesin, Teknik Industri",Closed,2024-02-19,2024-02-27,2,3,"20239192,202216009,202310695",Sudah Dikirim
TC7456,TR7456,C953,PT Bakti Logistik,Research Assistant,Magang,"Farmasi, Psikologi",Draft,2024-04-25,,1,0,,Belum Dikirim
TC7457,TR7457,C686,CV Bakti Perkasa,Data Analyst,Magang,"Ekonomi Pembangunan, Informatika",On Review,2024-06-10,2024-06-16,4,6,"20223857,202214901,202324046,20201393,20205568,202224899",Sudah Dikirim
TC7458,TR7458,C1393,CV Solusi Perkasa,Data Analyst,Magang,"Ekonomi Pembangunan, Manajemen",Shortlisted,2024-02-12,2024-03-04,5,7,"202314132,202022961,202117829,20206718,202011030,202118913,202315154",Sudah Dikirim
TC7459,TR7459,C560,PT Perkasa Kreatif,Electrical Engineer Intern,Full-time,Teknik Elektro,On Review,2024-05-08,2024-05-14,4,6,"202319988,202315924,202112608,20225327,202320058,202114756",Sudah Dikirim
TC7460,TR7460,C231,PT Nusa Systems,Research Associate,Magang,Psikologi,Shortlisted,2024-03-16,2024-04-02,2,4,"20209790,202118717,20223199,202221946",Sudah Dikirim
TC7461,TR7461,C1156,CV Nusa Media,Mechanical Engineer Intern,Part-time,Teknik Mesin,Submitted,2024-03-29,2024-04-04,2,2,"202210243,20214364",Sudah Dikirim
TC7462,TR7462,C1151,CV Inti Teknologi,UI/UX Designer,Magang,"Desain Komunikasi Visual, Sistem Informasi",Shortlisted,2024-06-29,2024-07-09,2,4,"202221558,202214365,20217677,202213426",Sudah Dikirim
TC7463,TR7463,C918,PT Abadi Sentosa,Research Associate,Magang,Manajemen,Closed,2024-06-24,2024-06-27,3,3,"202110194,202323828,202123413",Sudah Dikirim
TC7464,TR7464,C049,CV Daya Analitika,Business Development Intern,Part-time,"Ilmu Komunikasi, Manajemen",Closed,2024-02-23,2024-03-12,2,2,"201922686,201920282",Sudah Dikirim
TC7465,TR7465,C560,PT Perkasa Kreatif,Geologist Intern,Magang,Teknik Sipil,On Review,2024-04-26,2024-05-11,1,3,"20204211,202321133,20221213",Sudah Dikirim
TC7466,TR7466,C930,PT Gemilang Inovasi,Data Analyst,Magang,"Sistem Informasi, Manajemen",On Review,2024-06-06,2024-06-10,1,3,"202221378,202118607,20207998",Sudah Dikirim
TC7467,TR7467,C407,PT Karya Utama,IT Support,Full-time,"Informatika, Pendidikan Teknik Informatika",On Review,2024-02-05,2024-02-26,2,2,"202211002,202111114",Sudah Dikirim
TC7468,TR7468,C646,CV Mandiri Pratama,Digital Marketing Intern,Magang,"Ilmu Komunikasi, Desain Komunikasi Visual",Shortlisted,2024-03-19,2024-03-27,5,6,"202111254,202110070,20221136,202124512,202214401,202215573",Sudah Dikirim
TC7469,TR7469,C585,PT Sentosa Global,Supply Chain Analyst,Magang,"Teknik Industri, Manajemen",Shortlisted,2024-03-05,2024-03-09,1,2,"202220455,20222316",Sudah Dikirim
TC7470,TR7470,C853,PT Cipta Logistik,NOC Technician,Magang,"Informatika, Teknik Elektro",Closed,2024-05-01,2024-05-16,1,2,"202316055,202223646",Sudah Dikirim
TC7471,TR7471,C715,CV Bangkit Kreatif,Data Science Intern,Full-time,"Statistika, Informatika",Submitted,2024-06-15,2024-06-26,3,3,"202321936,202123418,202119630",Sudah Dikirim
TC7472,TR7472,C1117,CV Media Digital,Digital Marketing Intern,Part-time,"Manajemen, Ilmu Komunikasi",Submitted,2024-02-29,2024-03-03,3,4,"202111369,202114270,202214947,202213980",Sudah Dikirim
TC7473,TR7473,C842,PT Bina Perkasa,IT Consultant Intern,Magang,"Informatika, Sistem Informasi",Shortlisted,2024-02-14,2024-02-24,2,2,"20211490,20209705",Sudah Dikirim
TC7474,TR7474,C407,PT Karya Utama,HSE Intern,Magang,"Teknik Industri, Teknik Mesin",Closed,2024-04-14,2024-04-21,2,3,"202313605,20238360,202215535",Sudah Dikirim
TC7475,TR7475,C1082,PT Abadi Konsultan,IT Support,Full-time,"Sistem Informasi, Teknik Elektro",Closed,2024-07-14,2024-07-19,2,2,"202117188,202124748",Sudah Dikirim
TC7476,TR7476,C186,PT Makmur Solusi,Social Media Specialist,Part-time,"Desain Komunikasi Visual, Ilmu Komunikasi",Closed,2024-03-08,2024-03-13,1,3,"20218743,202224345,202015563",Sudah Dikirim
TC7477,TR7477,C950,CV Bakti Bersama,Business Analyst,Magang,"Informatika, Statistika",Closed,2024-02-26,2024-03-10,4,5,"20238104,202220831,20204953,202024828,20205933",Sudah Dikirim
TC7478,TR7478,C075,CV Karya Solusi,Quality Control Staff,Full-time,"Teknik Mesin, Agroteknologi",Closed,2024-07-25,2024-07-28,1,2,"20213598,202321808",Sudah Dikirim
TC7479,TR7479,C525,PT Sejahtera Inovasi,Electrical Engineer Intern,Magang,Teknik Elektro,Submitted,2024-04-13,2024-05-02,3,3,"202123442,202110192,20232940",Sudah Dikirim
TC7480,TR7480,C338,PT Indo Media,Quality Control Staff,Magang,"Teknik Mesin, Agroteknologi",Submitted,2024-02-24,2024-03-03,5,5,"202017760,202111539,202123590,202123004,202122412",Sudah Dikirim
TC7481,TR7481,C444,PT Esa Gemilang,Brand Executive Intern,Magang,"Manajemen, Ilmu Komunikasi",Shortlisted,2024-04-17,2024-04-22,1,3,"202014217,202312885,20222347",Sudah Dikirim
TC7482,TR7482,C653,CV Gemilang Konsultan,Frontend Developer,Part-time,"Sistem Informasi, Informatika",Closed,2024-04-29,2024-05-13,5,5,"202120555,20221241,202110383,202315674,202023289",Sudah Dikirim
TC7483,TR7483,C473,PT Cakra Gemilang,Operations Intern,Magang,"Teknik Industri, Manajemen",Shortlisted,2024-04-27,2024-05-14,4,5,"20215461,202011299,20202473,202318557,20205189",Sudah Dikirim
TC7484,TR7484,C686,CV Bakti Perkasa,Pharmacist Intern,Magang,Farmasi,On Review,2024-07-02,2024-07-22,3,6,"20232968,202121470,20235154,202113440,20229732,202020803",Sudah Dikirim
TC7485,TR7485,C136,PT Jaya Perkasa,Frontend Developer,Magang,"Pendidikan Teknik Informatika, Sistem Informasi",On Review,2024-02-02,2024-02-22,1,2,"202216511,202018163",Sudah Dikirim
TC7486,TR7486,C806,PT Techno Inovasi,Marketing Staff,Magang,"Manajemen, Desain Komunikasi Visual",Closed,2024-03-26,2024-04-10,3,6,"20201449,20228755,20218769,202221770,202010797,202322513",Sudah Dikirim
TC7487,TR7487,C054,PT Indo Sejahtera,Business Analyst,Magang,"Statistika, Informatika",Closed,2024-03-31,2024-04-17,3,4,"20213530,20210735,202121925,202214654",Sudah Dikirim
TC7488,TR7488,C161,PT Esa Terapan,Research Associate,Magang,Agroteknologi,Shortlisted,2024-06-30,2024-07-19,5,5,"202320573,202217412,20226807,20239476,202020624",Sudah Dikirim
TC7489,TR7489,C1146,CV Solusi Makmur,Customer Service Intern,Full-time,"Manajemen, Psikologi",Shortlisted,2024-03-27,2024-04-09,3,5,"202321285,20228900,202218399,202015450,202015570",Sudah Dikirim
TC7490,TR7490,C930,PT Gemilang Inovasi,Digital Marketing Intern,Magang,"Ilmu Komunikasi, Manajemen",Closed,2024-04-08,2024-04-13,4,7,"202017809,202110634,202314893,202120382,202223596,202124392,202214721",Sudah Dikirim
TC7491,TR7491,C944,PT Indo Sentosa,Mechanical Engineer Intern,Magang,Teknik Mesin,On Review,2024-02-20,2024-03-09,2,5,"202310496,202124911,20224544,202324815,202215798",Sudah Dikirim
TC7492,TR7492,C1475,CV Mandiri Terapan,Digital Marketing Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Shortlisted,2024-05-22,2024-06-03,1,2,"202210160,202023526",Sudah Dikirim
TC7493,TR7493,C129,PT Esa Abadi,Data Analyst,Magang,"Manajemen, Statistika",Shortlisted,2024-03-21,2024-03-28,2,2,"202322650,202311004",Sudah Dikirim
TC7494,TR7494,C050,PT Andalas Pratama,Customer Service Intern,Magang,"Psikologi, Ilmu Komunikasi",On Review,2024-05-25,2024-05-28,1,3,"202113224,202015450,20208537",Sudah Dikirim
TC7495,TR7495,C1204,PT Gemilang Perkasa,Research Intern,Magang,"Statistika, Ekonomi Pembangunan",On Review,2024-04-14,2024-05-04,1,3,"202110165,202121522,202123308",Sudah Dikirim
TC7496,TR7496,C798,CV Global Logistik,HR Intern,Magang,"Psikologi, Manajemen",Submitted,2024-02-26,2024-03-10,2,4,"202211801,20204952,202119306,20211394",Sudah Dikirim
TC7497,TR7497,C1446,CV Bina Kreatif,Internal Auditor,Magang,Akuntansi,Shortlisted,2024-07-06,2024-07-20,5,6,"20231092,20193241,202319845,202318901,202119764,20221194",Sudah Dikirim
TC7498,TR7498,C893,PT Bangkit Global,Business Process Analyst,Full-time,"Manajemen, Sistem Informasi",Closed,2024-05-04,2024-05-18,1,1,202315805,Sudah Dikirim
TC7499,TR7499,C546,PT Inovasi Solusi,Data Analyst,Full-time,"Statistika, Sistem Informasi",Closed,2024-03-28,2024-04-12,3,4,"202216569,20214430,20217046,202110632",Sudah Dikirim
TC7500,TR7500,C143,PT Sejahtera Terapan,UI/UX Designer,Part-time,"Desain Komunikasi Visual, Informatika",Shortlisted,2024-03-05,2024-03-21,5,7,"202117025,20236336,202013250,20209918,202314746,20231388,202012491",Sudah Dikirim
TC7501,TR7501,C404,PT Bangkit Sejahtera,Data Analyst,Magang,"Manajemen, Ekonomi Pembangunan",Shortlisted,2024-04-17,2024-04-30,3,3,"202112139,20229530,202212186",Sudah Dikirim
TC7502,TR7502,C776,PT Sinergi Karya,Business Analyst,Magang,"Sistem Informasi, Informatika",On Review,2024-07-14,2024-07-17,5,8,"202317118,20211076,202217529,20204260,202317056,202123872,202117951,20200131",Sudah Dikirim
TC7503,TR7503,C428,PT Jaya Bersama,Data Analyst,Magang,"Informatika, Ekonomi Pembangunan",Shortlisted,2024-02-17,2024-03-04,1,3,"202217529,202121235,20211517",Sudah Dikirim
TC7504,TR7504,C189,PT Sukses Digital,Business Development Intern,Magang,"Ilmu Komunikasi, Ekonomi Pembangunan",Shortlisted,2024-07-21,2024-08-01,2,2,"202217877,202219068",Sudah Dikirim
TC7505,TR7505,C1162,CV Sinergi Pratama,UI/UX Designer,Magang,"Informatika, Desain Komunikasi Visual",Closed,2024-07-12,2024-07-26,4,5,"202011689,202313119,202123563,20235126,202015629",Sudah Dikirim
TC7506,TR7506,C984,CV Sejahtera Digital,Financial Analyst,Full-time,"Akuntansi, Manajemen",Closed,2024-04-25,2024-04-28,3,4,"202317501,202122117,20224898,20213727",Sudah Dikirim
TC7507,TR7507,C082,PT Makmur Gemilang,HSE Intern,Part-time,"Teknik Industri, Teknik Mesin",Closed,2024-02-20,2024-03-03,1,2,"202315188,202011089",Sudah Dikirim
TC7508,TR7508,C124,PT Sentosa Digital,Teaching Assistant,Part-time,Pendidikan Teknik Informatika,Submitted,2024-04-13,2024-04-25,2,2,"202216592,201915465",Sudah Dikirim
TC7509,TR7509,C1090,CV Inti Media,Content Writer,Magang,"Ilmu Komunikasi, Sastra Inggris",Draft,2024-05-26,,4,0,,Belum Dikirim
TC7510,TR7510,C476,PT Cipta Terapan,Digital Marketing Intern,Magang,"Manajemen, Ilmu Komunikasi",On Review,2024-04-03,2024-04-06,2,4,"20211597,202211376,202218633,20217405",Sudah Dikirim
TC7511,TR7511,C1211,CV Daya Data,Mechanical Engineer Intern,Part-time,Teknik Mesin,Draft,2024-03-20,,2,0,,Belum Dikirim
TC7512,TR7512,C290,PT Jaya Global,Mechanical Engineer Intern,Magang,Teknik Mesin,On Review,2024-05-08,2024-05-23,3,4,"202212195,202116058,20206597,20222963",Sudah Dikirim
TC7513,TR7513,C325,CV Sinergi Informatika,UI/UX Designer,Full-time,"Desain Komunikasi Visual, Sistem Informasi",Closed,2024-04-16,2024-04-26,2,3,"20223093,202214876,20221115",Sudah Dikirim
TC7514,TR7514,C525,PT Sejahtera Inovasi,HSE Intern,Part-time,"Teknik Industri, Teknik Mesin",Closed,2024-07-23,2024-08-08,1,3,"202121900,20219133,20194979",Sudah Dikirim
TC7515,TR7515,C1251,CV Global Gemilang,Data Entry Operator,Part-time,"Manajemen, Sistem Informasi",Shortlisted,2024-07-01,2024-07-06,1,1,202118913,Sudah Dikirim
TC7516,TR7516,C191,PT Mitra Pratama,Consultant Intern,Magang,"Manajemen, Ekonomi Pembangunan",On Review,2024-03-13,2024-03-25,1,2,"20205324,202014309",Sudah Dikirim
TC7517,TR7517,C1186,PT Jaya Abadi,Supply Chain Intern,Magang,"Teknik Industri, Manajemen",On Review,2024-04-08,2024-04-19,2,3,"202311845,20221971,20217762",Sudah Dikirim
TC7518,TR7518,C1353,CV Digital Abadi,DevOps Engineer,Full-time,"Informatika, Sistem Informasi",Shortlisted,2024-06-06,2024-06-14,2,4,"202323187,202118384,201915043,201917528",Sudah Dikirim
TC7519,TR7519,C786,PT Indo Mandiri,Underwriting Intern,Magang,"Akuntansi, Manajemen",Shortlisted,2024-04-17,2024-04-29,2,4,"202110034,20215826,202220240,20200534",Sudah Dikirim
TC7520,TR7520,C622,PT Cipta Bersama,Motion Graphic Designer,Part-time,Desain Komunikasi Visual,Shortlisted,2024-03-22,2024-04-06,3,6,"202021414,202213282,20204478,20232714,20229477,202011972",Sudah Dikirim
TC7521,TR7521,C499,CV Gemilang Pratama,Customer Service Intern,Magang,"Psikologi, Manajemen",Shortlisted,2024-06-09,2024-06-21,3,4,"202221044,202320882,202013751,20216011",Sudah Dikirim
TC7522,TR7522,C130,PT Andalas Teknologi,Copywriter,Magang,"Ilmu Komunikasi, Sastra Inggris",On Review,2024-05-24,2024-06-04,4,7,"202015247,202123666,202114248,20217514,20233903,20210570,20232431",Sudah Dikirim
TC7523,TR7523,C070,PT Mitra Media,Digital Marketing Intern,Full-time,"Ilmu Komunikasi, Manajemen",On Review,2024-04-04,2024-04-13,5,5,"202118516,20222350,202321489,202222277,202212731",Sudah Dikirim
TC7524,TR7524,C696,PT Global Nusantara,Mechanical Engineer Intern,Part-time,Teknik Mesin,Shortlisted,2024-04-30,2024-05-16,5,6,"202124730,20216184,202111760,20206096,202213013,202311821",Sudah Dikirim
TC7525,TR7525,C325,CV Sinergi Informatika,Social Media Specialist,Full-time,"Desain Komunikasi Visual, Manajemen",On Review,2024-05-17,2024-06-02,5,6,"202010002,20195532,202316669,202310986,20222060,202224454",Sudah Dikirim
TC7526,TR7526,C579,PT Andalas Sentosa,Photographer Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Submitted,2024-06-03,2024-06-20,2,2,"20204139,202011039",Sudah Dikirim
TC7527,TR7527,C888,CV Sukses Mandiri,Customer Success Intern,Full-time,"Manajemen, Psikologi",On Review,2024-02-21,2024-02-27,4,6,"202018551,202217009,202120117,20214787,20222347,20229394",Sudah Dikirim
TC7528,TR7528,C786,PT Indo Mandiri,Data Analyst,Magang,"Sistem Informasi, Ekonomi Pembangunan",Shortlisted,2024-07-12,2024-07-31,1,1,202215346,Sudah Dikirim
TC7529,TR7529,C761,PT Digital Makmur,Underwriting Intern,Part-time,"Akuntansi, Manajemen",Closed,2024-03-16,2024-03-27,1,2,"20217647,202015021",Sudah Dikirim
TC7530,TR7530,C469,PT Abadi Makmur,IT Staff,Part-time,"Teknik Elektro, Sistem Informasi",Closed,2024-06-02,2024-06-15,3,4,"20238113,202020318,202110211,20221575",Sudah Dikirim
TC7531,TR7531,C924,PT Inti Utama,Compliance Officer Intern,Magang,"Ilmu Hukum, Akuntansi",Shortlisted,2024-05-27,2024-06-09,3,6,"202115217,20204182,202024403,202211203,202311447,20207079",Sudah Dikirim
TC7532,TR7532,C093,PT Kreasi Global,Research Assistant,Full-time,"Farmasi, Psikologi",Closed,2024-02-11,2024-02-18,4,5,"202321681,202124090,20201611,20238416,202118740",Sudah Dikirim
TC7533,TR7533,C967,CV Global Systems,Content Creator,Magang,"Ilmu Komunikasi, Desain Komunikasi Visual",Draft,2024-02-17,,2,0,,Belum Dikirim
TC7534,TR7534,C082,PT Makmur Gemilang,Data Analyst,Full-time,"Manajemen, Statistika",Closed,2024-03-01,2024-03-20,3,3,"20222018,20232584,202117617",Sudah Dikirim
TC7535,TR7535,C268,CV Jaya Makmur,Industrial Engineer Intern,Full-time,Teknik Industri,Closed,2024-05-14,2024-06-03,2,2,"20215309,20219608",Sudah Dikirim
TC7536,TR7536,C1490,CV Bina Bersama,IT Support,Magang,"Pendidikan Teknik Informatika, Informatika",Closed,2024-04-04,2024-04-12,4,6,"202122669,202017616,20235200,20220528,202121925,202224671",Sudah Dikirim
TC7537,TR7537,C787,PT Andalas Perkasa,Data Entry Operator,Full-time,"Manajemen, Sistem Informasi",Closed,2024-02-07,2024-02-13,2,5,"20218434,20220743,20207044,20227285,20237993",Sudah Dikirim
TC7538,TR7538,C468,PT Sinergi Indonesia,QA Engineer,Magang,"Informatika, Sistem Informasi",Closed,2024-06-08,2024-06-11,3,5,"202122687,202010752,20206212,20207576,202214577",Sudah Dikirim
TC7539,TR7539,C613,CV Andalas Karya,Quality Control Staff,Magang,"Agroteknologi, Teknik Mesin",On Review,2024-03-11,2024-03-26,2,3,"20218534,202017506,202122427",Sudah Dikirim
TC7540,TR7540,C489,PT Bina Mandiri,Data Analyst,Magang,"Manajemen, Informatika",On Review,2024-04-28,2024-05-09,1,2,"202315271,202314720",Sudah Dikirim
TC7541,TR7541,C1346,PT Prima Cerdas,Video Editor,Full-time,"Desain Komunikasi Visual, Ilmu Komunikasi",Submitted,2024-07-13,2024-07-21,2,4,"20202676,202219122,202118928,202224957",Sudah Dikirim
TC7542,TR7542,C307,PT Sentosa Systems,Drafter,Magang,"Teknik Sipil, Teknik Mesin",On Review,2024-04-23,2024-05-10,3,4,"20220630,20238391,20228338,20238740",Sudah Dikirim
TC7543,TR7543,C412,CV Gemilang Systems,Digital Marketing Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Closed,2024-06-27,2024-07-07,1,2,"20212038,20211408",Sudah Dikirim
TC7544,TR7544,C424,PT Abadi Karya,IT Staff,Part-time,"Informatika, Teknik Elektro",On Review,2024-06-26,2024-07-14,5,7,"20220623,202011601,202123427,20229003,20201536,20193721,202224178",Sudah Dikirim
TC7545,TR7545,C447,PT Techno Terapan,HSE Intern,Full-time,"Teknik Industri, Teknik Mesin",On Review,2024-04-02,2024-04-15,2,3,"20233824,20217277,202116760",Sudah Dikirim
TC7546,TR7546,C790,CV Daya Bangsa,Accounting Staff,Magang,"Akuntansi, Manajemen",Shortlisted,2024-05-30,2024-06-08,1,4,"202118100,202120855,20210324,202021593",Sudah Dikirim
TC7547,TR7547,C1225,CV Techno Systems,Content Creator,Part-time,"Ilmu Komunikasi, Desain Komunikasi Visual",Draft,2024-03-26,,2,0,,Belum Dikirim
TC7548,TR7548,C1427,CV Media Global,Data Entry Operator,Magang,"Sistem Informasi, Akuntansi",Draft,2024-07-05,,2,0,,Belum Dikirim
TC7549,TR7549,C291,CV Sinergi Sejahtera,Data Science Intern,Part-time,"Sistem Informasi, Statistika",Closed,2024-07-24,2024-07-30,4,6,"20201858,202012927,202010994,202018200,202115383,20230301",Sudah Dikirim
TC7550,TR7550,C607,PT Makmur Sejahtera,IT Support,Part-time,"Pendidikan Teknik Informatika, Teknik Elektro",Closed,2024-03-13,2024-03-16,1,2,"202021017,202211074",Sudah Dikirim
TC7551,TR7551,C937,PT Sejahtera Informatika,Business Analyst,Full-time,"Informatika, Statistika",Submitted,2024-02-07,2024-02-27,3,6,"202015787,20214055,202118409,20226724,202214993,20221303",Sudah Dikirim
TC7552,TR7552,C136,PT Jaya Perkasa,Frontend Developer,Magang,"Pendidikan Teknik Informatika, Informatika",On Review,2024-07-07,2024-07-13,1,3,"20216739,202113486,202224377",Sudah Dikirim
TC7553,TR7553,C713,PT Perkasa Sentosa,UI/UX Designer,Part-time,"Informatika, Desain Komunikasi Visual",Submitted,2024-07-26,2024-08-08,2,3,"20211349,202124938,202012842",Sudah Dikirim
TC7554,TR7554,C662,PT Bumi Bangsa,Photographer Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Closed,2024-07-12,2024-07-18,1,1,202319571,Sudah Dikirim
TC7555,TR7555,C1463,PT Sejahtera Media,Frontend Developer,Part-time,"Sistem Informasi, Informatika",Draft,2024-02-12,,4,0,,Belum Dikirim
TC7556,TR7556,C954,CV Andalas Kreatif,Customer Service Intern,Part-time,"Manajemen, Ilmu Komunikasi",Closed,2024-02-12,2024-02-16,3,4,"202020927,202311133,20237229,20228190",Sudah Dikirim
TC7557,TR7557,C1326,PT Daya Cerdas,Data Analyst,Magang,"Manajemen, Sistem Informasi",Closed,2024-05-13,2024-05-31,1,2,"202212586,202120180",Sudah Dikirim
TC7558,TR7558,C771,PT Esa Digital,IT Staff,Full-time,"Teknik Elektro, Sistem Informasi",Submitted,2024-02-07,2024-02-17,2,3,"202022450,202019983,202219795",Sudah Dikirim
TC7559,TR7559,C924,PT Inti Utama,Internal Auditor,Magang,Akuntansi,On Review,2024-06-24,2024-07-12,2,3,"202312792,202111344,20230658",Sudah Dikirim
TC7560,TR7560,C412,CV Gemilang Systems,Content Creator,Magang,"Ilmu Komunikasi, Desain Komunikasi Visual",Closed,2024-03-19,2024-04-07,3,4,"20204139,20228706,20228692,202322130",Sudah Dikirim
TC7561,TR7561,C047,PT Sukses Global,Marketing Intern,Part-time,"Manajemen, Ilmu Komunikasi",Submitted,2024-06-23,2024-07-07,2,4,"202315451,202117852,20231990,202024499",Sudah Dikirim
TC7562,TR7562,C868,PT Bangkit Konsultan,HR Intern,Magang,"Psikologi, Manajemen",Submitted,2024-03-06,2024-03-18,1,2,"202018732,202223855",Sudah Dikirim
TC7563,TR7563,C874,PT Mandiri Terapan,IT Support,Magang,"Sistem Informasi, Teknik Elektro",Draft,2024-07-06,,1,0,,Belum Dikirim
